dataset,student,content,pool,depth,k,threshold,grid_stage,n_shared,wrong_to_right,right_to_wrong,kept_right,kept_wrong,rate_wrong_to_right,rate_right_to_wrong,utility,baseline_accuracy,condition_accuracy,delta_accuracy,utility_vs_baseline05,accuracy,accuracy_answered,notas_media,pct_reusou_controle,similaridade_media,palavras_prompt,palavras_de_nota,mcnemar_p
arc,llama3-8b,lesson_source,errors,simple,3,0.0,completa,298,17,13,239,29,0.057,0.0436,0.0134,0.8456,0.8591,0.0134,0.0134,0.8591,0.8649,3.0,0.0,0.592102853243783,357.0,278.0,0.5846647117286922
arc,llama3-8b,lesson_source,errors,simple,3,0.65,completa,298,6,5,247,40,0.0201,0.0168,0.0034,0.8456,0.849,0.0034,0.0034,0.849,0.8519,0.4161073825503356,0.697986577181208,0.6924186259508133,91.5,12.5,1.0
arc,llama3-8b,lesson_source,errors,simple,3,0.7,completa,298,4,2,250,42,0.0134,0.0067,0.0067,0.8456,0.8523,0.0067,0.0067,0.8523,0.8552,0.13087248322147652,0.8959731543624161,0.7415330490117432,84.0,5.0,0.6875
arc,llama3-8b,lesson_source,errors,complex,1,0.0,completa,298,18,23,229,28,0.0604,0.0772,-0.0168,0.8456,0.8289,-0.0168,-0.0168,0.8289,0.8345,1.0,0.0,0.6240649419342912,209.5,130.5,0.5327092552361137
arc,llama3-8b,lesson_source,errors,complex,1,0.65,completa,298,8,6,246,38,0.0268,0.0201,0.0067,0.8456,0.8523,0.0067,0.0067,0.8523,0.8552,0.3053691275167785,0.6946308724832215,0.6987608402639955,92.0,13.0,0.79052734375
arc,llama3-8b,lesson_source,errors,complex,1,0.7,completa,298,3,2,250,43,0.0101,0.0067,0.0034,0.8456,0.849,0.0034,0.0034,0.849,0.8519,0.10738255033557047,0.8926174496644296,0.7440980896353722,84.0,5.0,1.0
arc,llama3-8b,lesson_source,errors,complex,3,0.0,completa,298,18,20,232,28,0.0604,0.0671,-0.0067,0.8456,0.8389,-0.0067,-0.0067,0.8389,0.8389,3.0,0.0,0.5926848942668111,348.0,269.0,0.8714146793645341
arc,llama3-8b,lesson_source,errors,complex,3,0.65,completa,298,7,4,248,39,0.0235,0.0134,0.0101,0.8456,0.8557,0.0101,0.0101,0.8557,0.8586,0.42953020134228187,0.6946308724832215,0.6923732670235547,92.0,13.0,0.548828125
arc,llama3-8b,lesson_source,errors,complex,3,0.7,completa,298,4,2,250,42,0.0134,0.0067,0.0067,0.8456,0.8523,0.0067,0.0067,0.8523,0.8552,0.13758389261744966,0.8926174496644296,0.7404733592023451,84.0,5.0,0.6875
arc,llama3-8b,playbook,all,simple,1,0.0,completa,298,17,23,229,29,0.057,0.0772,-0.0201,0.8456,0.8255,-0.0201,-0.0201,0.8255,0.8255,1.0,0.0,,173.0,94.0,0.42959050784338615
arc,llama3-8b,playbook,all,simple,3,0.0,completa,298,13,26,226,33,0.0436,0.0872,-0.0436,0.8456,0.802,-0.0436,-0.0436,0.802,0.8047,3.0,0.0,,226.0,147.0,0.05325191409792752
arc,llama3-8b,playbook,all,complex,1,0.0,completa,298,16,21,231,30,0.0537,0.0705,-0.0168,0.8456,0.8289,-0.0168,-0.0168,0.8289,0.8289,1.0,0.0,,178.0,99.0,0.5113757815852296
arc,llama3-8b,playbook,all,complex,3,0.0,completa,298,14,25,227,32,0.047,0.0839,-0.0369,0.8456,0.8087,-0.0369,-0.0369,0.8087,0.8087,3.0,0.0,,214.0,135.0,0.10812902140605732
arc,llama3-8b,playbook,errors,simple,1,0.0,completa,298,14,31,221,32,0.047,0.104,-0.057,0.8456,0.7886,-0.057,-0.057,0.7886,0.7886,1.0,0.0,,170.0,91.0,0.016094360031274842
arc,llama3-8b,playbook,errors,simple,3,0.0,completa,298,17,31,221,29,0.057,0.104,-0.047,0.8456,0.7987,-0.047,-0.047,0.7987,0.7987,3.0,0.0,,213.0,134.0,0.05946337525377034
arc,llama3-8b,playbook,errors,complex,1,0.0,completa,298,13,17,235,33,0.0436,0.057,-0.0134,0.8456,0.8322,-0.0134,-0.0134,0.8322,0.8322,1.0,0.0,,167.0,88.0,0.5846647117286922
arc,llama3-8b,playbook,errors,complex,3,0.0,completa,298,14,24,228,32,0.047,0.0805,-0.0336,0.8456,0.8121,-0.0336,-0.0336,0.8121,0.8148,3.0,0.0,,223.0,144.0,0.14330665429588407
logiqa2,phi4-mini,full,all,simple,1,0.0,completa,300,33,36,120,111,0.11,0.12,-0.01,0.52,0.51,-0.01,-0.0233,0.51,0.5134,1.0,0.0,0.6814667564630509,453.5,264.5,0.8099490529189248
logiqa2,phi4-mini,full,all,simple,1,0.65,completa,300,26,28,128,118,0.0867,0.0933,-0.0067,0.52,0.5133,-0.0067,-0.02,0.5133,0.5151,0.7333333333333333,0.26666666666666666,0.7023383620110425,434.0,245.0,0.8919231511047488
logiqa2,phi4-mini,full,all,simple,1,0.7,completa,300,9,7,149,135,0.03,0.0233,0.0067,0.52,0.5267,0.0067,-0.0067,0.5267,0.5267,0.2633333333333333,0.7366666666666667,0.7548002215880382,209.0,20.0,0.803619384765625
logiqa2,phi4-mini,full,all,simple,3,0.0,completa,300,28,34,122,116,0.0933,0.1133,-0.02,0.52,0.5,-0.02,-0.0333,0.5,0.5,3.0,0.0,0.6593670109907787,855.5,666.5,0.52577336017565
logiqa2,phi4-mini,full,all,simple,3,0.65,completa,300,24,19,137,120,0.08,0.0633,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5367,1.6866666666666668,0.26666666666666666,0.6873115744103085,622.0,433.0,0.542384011856484
logiqa2,phi4-mini,full,all,simple,3,0.7,completa,300,7,7,149,137,0.0233,0.0233,0.0,0.52,0.52,0.0,-0.0133,0.52,0.52,0.45,0.7366666666666667,0.743279667091772,209.0,20.0,1.0
logiqa2,phi4-mini,full,all,complex,1,0.0,completa,300,38,32,124,106,0.1267,0.1067,0.02,0.52,0.54,0.02,0.0067,0.54,0.5436,1.0,0.0,0.6814667564630509,456.5,267.5,0.5504125118224712
logiqa2,phi4-mini,full,all,complex,1,0.65,completa,300,30,22,134,114,0.1,0.0733,0.0267,0.52,0.5467,0.0267,0.0133,0.5467,0.5485,0.7333333333333333,0.26666666666666666,0.7023383620110425,440.0,251.0,0.3317497633694906
logiqa2,phi4-mini,full,all,complex,1,0.7,completa,300,15,6,150,129,0.05,0.02,0.03,0.52,0.55,0.03,0.0167,0.55,0.5518,0.2633333333333333,0.7366666666666667,0.7548002215880382,209.0,20.0,0.0783538818359375
logiqa2,phi4-mini,full,all,complex,3,0.0,completa,300,32,37,119,112,0.1067,0.1233,-0.0167,0.52,0.5033,-0.0167,-0.03,0.5033,0.5033,3.0,0.0,0.6593670109907787,865.5,676.5,0.6304564917867981
logiqa2,phi4-mini,full,all,complex,3,0.65,completa,300,23,21,135,121,0.0767,0.07,0.0067,0.52,0.5267,0.0067,-0.0067,0.5267,0.5267,1.6866666666666668,0.26666666666666666,0.6873115744103085,636.0,447.0,0.880395821280672
logiqa2,phi4-mini,full,all,complex,3,0.7,completa,300,10,6,150,134,0.0333,0.02,0.0133,0.52,0.5333,0.0133,0.0,0.5333,0.5333,0.45,0.7366666666666667,0.743279667091772,209.0,20.0,0.454498291015625
logiqa2,phi4-mini,full,errors,simple,1,0.0,completa,300,29,27,129,115,0.0967,0.09,0.0067,0.52,0.5267,0.0067,-0.0067,0.5267,0.5284,1.0,0.0,0.6643477998177211,452.0,263.0,0.8938530948350216
logiqa2,phi4-mini,full,errors,simple,1,0.65,completa,300,16,17,139,128,0.0533,0.0567,-0.0033,0.52,0.5167,-0.0033,-0.0167,0.5167,0.5167,0.5933333333333334,0.4066666666666667,0.6977378923571511,413.0,224.0,1.0
logiqa2,phi4-mini,full,errors,simple,1,0.7,completa,300,5,5,151,139,0.0167,0.0167,0.0,0.52,0.52,0.0,-0.0133,0.52,0.52,0.17666666666666667,0.8233333333333334,0.7560720185063919,199.0,10.0,1.0
logiqa2,phi4-mini,full,errors,simple,3,0.0,completa,300,29,35,121,115,0.0967,0.1167,-0.02,0.52,0.5,-0.02,-0.0333,0.5,0.5,3.0,0.0,0.6405365489588843,854.0,665.0,0.5323087760278422
logiqa2,phi4-mini,full,errors,simple,3,0.65,completa,300,20,12,144,124,0.0667,0.04,0.0267,0.52,0.5467,0.0267,0.0133,0.5467,0.5467,1.2133333333333334,0.4066666666666667,0.6843745123022951,438.5,249.5,0.21532714972272515
logiqa2,phi4-mini,full,errors,simple,3,0.7,completa,300,6,5,151,138,0.02,0.0167,0.0033,0.52,0.5233,0.0033,-0.01,0.5233,0.5233,0.25,0.8233333333333334,0.747945029030806,199.0,10.0,1.0
logiqa2,phi4-mini,full,errors,complex,1,0.0,completa,300,30,34,122,114,0.1,0.1133,-0.0133,0.52,0.5067,-0.0133,-0.0267,0.5067,0.5101,1.0,0.0,0.6643477998177211,453.0,264.0,0.7079807541347641
logiqa2,phi4-mini,full,errors,complex,1,0.65,completa,300,20,16,140,124,0.0667,0.0533,0.0133,0.52,0.5333,0.0133,0.0,0.5333,0.5351,0.5933333333333334,0.4066666666666667,0.6977378923571511,418.5,229.5,0.617719317029696
logiqa2,phi4-mini,full,errors,complex,1,0.7,completa,300,7,4,152,137,0.0233,0.0133,0.01,0.52,0.53,0.01,-0.0033,0.53,0.5318,0.17666666666666667,0.8233333333333334,0.7560720185063919,199.0,10.0,0.548828125
logiqa2,phi4-mini,full,errors,complex,3,0.0,completa,300,26,30,126,118,0.0867,0.1,-0.0133,0.52,0.5067,-0.0133,-0.0267,0.5067,0.5101,3.0,0.0,0.6405365489588843,861.0,672.0,0.6888797607233395
logiqa2,phi4-mini,full,errors,complex,3,0.65,completa,300,17,9,147,127,0.0567,0.03,0.0267,0.52,0.5467,0.0267,0.0133,0.5467,0.5467,1.2133333333333334,0.4066666666666667,0.6843745123022951,444.5,255.5,0.16863754391670227
logiqa2,phi4-mini,full,errors,complex,3,0.7,completa,300,5,3,153,139,0.0167,0.01,0.0067,0.52,0.5267,0.0067,-0.0067,0.5267,0.5267,0.25,0.8233333333333334,0.747945029030806,199.0,10.0,0.7265625
logiqa2,phi4-mini,lesson,all,simple,1,0.0,completa,300,32,23,133,112,0.1067,0.0767,0.03,0.52,0.55,0.03,0.0167,0.55,0.5537,1.0,0.0,0.6814667564630509,272.0,83.0,0.2806097176983541
logiqa2,phi4-mini,lesson,all,simple,1,0.65,completa,300,25,16,140,119,0.0833,0.0533,0.03,0.52,0.55,0.03,0.0167,0.55,0.5518,0.7333333333333333,0.26666666666666666,0.7023383620110425,259.5,70.5,0.21102359760880063
logiqa2,phi4-mini,lesson,all,simple,1,0.7,completa,300,11,5,151,133,0.0367,0.0167,0.02,0.52,0.54,0.02,0.0067,0.54,0.54,0.2633333333333333,0.7366666666666667,0.7548002215880382,208.5,19.5,0.210113525390625
logiqa2,phi4-mini,lesson,all,simple,3,0.0,completa,300,32,33,123,112,0.1067,0.11,-0.0033,0.52,0.5167,-0.0033,-0.0167,0.5167,0.5254,3.0,0.0,0.6593670109907787,314.5,125.5,1.0
logiqa2,phi4-mini,lesson,all,simple,3,0.65,completa,300,22,17,139,122,0.0733,0.0567,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5403,1.6866666666666668,0.26666666666666666,0.6873115744103085,286.0,97.0,0.5223973804968411
logiqa2,phi4-mini,lesson,all,simple,3,0.7,completa,300,12,5,151,132,0.04,0.0167,0.0233,0.52,0.5433,0.0233,0.01,0.5433,0.5433,0.45,0.7366666666666667,0.743279667091772,208.5,19.5,0.143463134765625
logiqa2,phi4-mini,lesson,all,complex,1,0.0,completa,300,31,28,128,113,0.1033,0.0933,0.01,0.52,0.53,0.01,-0.0033,0.53,0.5318,1.0,0.0,0.680303832689921,276.0,87.0,0.794843653982861
logiqa2,phi4-mini,lesson,all,complex,1,0.65,completa,300,23,17,139,121,0.0767,0.0567,0.02,0.52,0.54,0.02,0.0067,0.54,0.5418,0.73,0.27,0.7012567528306621,263.0,74.0,0.42959050784338615
logiqa2,phi4-mini,lesson,all,complex,1,0.7,completa,300,8,5,151,136,0.0267,0.0167,0.01,0.52,0.53,0.01,-0.0033,0.53,0.53,0.26,0.74,0.7524359837556497,208.5,19.5,0.5810546875
logiqa2,phi4-mini,lesson,all,complex,3,0.0,completa,300,35,30,126,109,0.1167,0.1,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5439,3.0,0.0,0.6589427471823162,328.0,139.0,0.6201447650813029
logiqa2,phi4-mini,lesson,all,complex,3,0.65,completa,300,27,18,138,117,0.09,0.06,0.03,0.52,0.55,0.03,0.0167,0.55,0.5574,1.6833333333333333,0.27,0.6861425924428157,297.0,108.0,0.23269319190831084
logiqa2,phi4-mini,lesson,all,complex,3,0.7,completa,300,8,3,153,136,0.0267,0.01,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5403,0.44666666666666666,0.74,0.7407677298427646,208.5,19.5,0.2265625
logiqa2,phi4-mini,lesson,errors,simple,1,0.0,completa,300,26,22,134,118,0.0867,0.0733,0.0133,0.52,0.5333,0.0133,0.0,0.5333,0.5351,1.0,0.0,0.6643477998177211,271.5,82.5,0.6654658120766188
logiqa2,phi4-mini,lesson,errors,simple,1,0.65,completa,300,16,11,145,128,0.0533,0.0367,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5367,0.5933333333333334,0.4066666666666667,0.6977378923571511,251.0,62.0,0.44206833839416504
logiqa2,phi4-mini,lesson,errors,simple,1,0.7,completa,300,4,3,153,140,0.0133,0.01,0.0033,0.52,0.5233,0.0033,-0.01,0.5233,0.5233,0.17666666666666667,0.8233333333333334,0.7560720185063919,199.0,10.0,1.0
logiqa2,phi4-mini,lesson,errors,simple,3,0.0,completa,300,23,33,123,121,0.0767,0.11,-0.0333,0.52,0.4867,-0.0333,-0.0467,0.4867,0.4899,3.0,0.0,0.6405365489588843,318.0,129.0,0.2288055412343561
logiqa2,phi4-mini,lesson,errors,simple,3,0.65,completa,300,17,8,148,127,0.0567,0.0267,0.03,0.52,0.55,0.03,0.0167,0.55,0.55,1.2133333333333334,0.4066666666666667,0.6843745123022951,264.0,75.0,0.10775214433670044
logiqa2,phi4-mini,lesson,errors,simple,3,0.7,completa,300,6,2,154,138,0.02,0.0067,0.0133,0.52,0.5333,0.0133,0.0,0.5333,0.5333,0.25,0.8233333333333334,0.747945029030806,199.0,10.0,0.2890625
logiqa2,phi4-mini,lesson,errors,complex,1,0.0,completa,300,25,25,131,119,0.0833,0.0833,0.0,0.52,0.52,0.0,-0.0133,0.52,0.5217,1.0,0.0,0.6631160869201025,276.0,87.0,1.0
logiqa2,phi4-mini,lesson,errors,complex,1,0.65,completa,300,12,12,144,132,0.04,0.04,0.0,0.52,0.52,0.0,-0.0133,0.52,0.5217,0.59,0.41,0.696373638796941,254.0,65.0,1.0
logiqa2,phi4-mini,lesson,errors,complex,1,0.7,completa,300,3,3,153,141,0.01,0.01,0.0,0.52,0.52,0.0,-0.0133,0.52,0.52,0.17333333333333334,0.8266666666666667,0.7525501193908545,199.0,10.0,1.0
logiqa2,phi4-mini,lesson,errors,complex,3,0.0,completa,300,29,22,134,115,0.0967,0.0733,0.0233,0.52,0.5433,0.0233,0.01,0.5433,0.547,3.0,0.0,0.6401030812660853,330.0,141.0,0.4010619910279374
logiqa2,phi4-mini,lesson,errors,complex,3,0.65,completa,300,15,14,142,129,0.05,0.0467,0.0033,0.52,0.5233,0.0033,-0.01,0.5233,0.5268,1.21,0.41,0.6829062122746375,262.5,73.5,1.0
logiqa2,phi4-mini,lesson,errors,complex,3,0.7,completa,300,3,3,153,141,0.01,0.01,0.0,0.52,0.52,0.0,-0.0133,0.52,0.52,0.24666666666666667,0.8266666666666667,0.7442668416561223,199.0,10.0,1.0
logiqa2,phi4-mini,lesson_source,all,simple,1,0.0,completa,300,28,27,129,116,0.0933,0.09,0.0033,0.52,0.5233,0.0033,-0.01,0.5233,0.5268,1.0,0.0,0.6814667564630509,368.0,179.0,1.0
logiqa2,phi4-mini,lesson_source,all,simple,1,0.65,completa,300,21,17,139,123,0.07,0.0567,0.0133,0.52,0.5333,0.0133,0.0,0.5333,0.5351,0.7333333333333333,0.26666666666666666,0.7023383620110425,349.5,160.5,0.6271025701571489
logiqa2,phi4-mini,lesson_source,all,simple,1,0.7,completa,300,7,4,152,137,0.0233,0.0133,0.01,0.52,0.53,0.01,-0.0033,0.53,0.5318,0.2633333333333333,0.7366666666666667,0.7548002215880382,209.0,20.0,0.548828125
logiqa2,phi4-mini,lesson_source,all,simple,3,0.0,completa,300,29,32,124,115,0.0967,0.1067,-0.01,0.52,0.51,-0.01,-0.0233,0.51,0.51,3.0,0.0,0.6593670109907787,595.0,406.0,0.7981526273057179
logiqa2,phi4-mini,lesson_source,all,simple,3,0.65,completa,300,20,19,137,124,0.0667,0.0633,0.0033,0.52,0.5233,0.0033,-0.01,0.5233,0.5233,1.6866666666666668,0.26666666666666666,0.6873115744103085,453.0,264.0,1.0
logiqa2,phi4-mini,lesson_source,all,simple,3,0.7,completa,300,5,4,152,139,0.0167,0.0133,0.0033,0.52,0.5233,0.0033,-0.01,0.5233,0.5233,0.45,0.7366666666666667,0.743279667091772,209.0,20.0,1.0
logiqa2,phi4-mini,lesson_source,all,complex,1,0.0,completa,300,32,27,129,112,0.1067,0.09,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5385,1.0,0.0,0.680303832689921,372.5,183.5,0.6029232012571504
logiqa2,phi4-mini,lesson_source,all,complex,1,0.65,completa,300,23,18,138,121,0.0767,0.06,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5385,0.73,0.27,0.7012567528306621,355.5,166.5,0.5327092552361137
logiqa2,phi4-mini,lesson_source,all,complex,1,0.7,completa,300,7,6,150,137,0.0233,0.02,0.0033,0.52,0.5233,0.0033,-0.01,0.5233,0.5251,0.26,0.74,0.7524359837556497,209.0,20.0,1.0
logiqa2,phi4-mini,lesson_source,all,complex,3,0.0,completa,300,27,33,123,117,0.09,0.11,-0.02,0.52,0.5,-0.02,-0.0333,0.5,0.5034,3.0,0.0,0.6589427471823162,611.0,422.0,0.5189580031896519
logiqa2,phi4-mini,lesson_source,all,complex,3,0.65,completa,300,24,19,137,120,0.08,0.0633,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5385,1.6833333333333333,0.27,0.6861425924428157,472.0,283.0,0.542384011856484
logiqa2,phi4-mini,lesson_source,all,complex,3,0.7,completa,300,6,4,152,138,0.02,0.0133,0.0067,0.52,0.5267,0.0067,-0.0067,0.5267,0.5267,0.44666666666666666,0.74,0.7407677298427646,209.0,20.0,0.75390625
logiqa2,phi4-mini,lesson_source,errors,simple,1,0.0,completa,300,32,28,128,112,0.1067,0.0933,0.0133,0.52,0.5333,0.0133,0.0,0.5333,0.5387,1.0,0.0,0.6643477998177211,367.0,178.0,0.6988834276200058
logiqa2,phi4-mini,lesson_source,errors,simple,1,0.65,completa,300,20,14,142,124,0.0667,0.0467,0.02,0.52,0.54,0.02,0.0067,0.54,0.5418,0.5933333333333334,0.4066666666666667,0.6977378923571511,330.0,141.0,0.39152830513194203
logiqa2,phi4-mini,lesson_source,errors,simple,1,0.7,completa,300,4,4,152,140,0.0133,0.0133,0.0,0.52,0.52,0.0,-0.0133,0.52,0.5217,0.17666666666666667,0.8233333333333334,0.7560720185063919,199.0,10.0,1.0
logiqa2,phi4-mini,lesson_source,errors,simple,3,0.0,completa,300,25,29,127,119,0.0833,0.0967,-0.0133,0.52,0.5067,-0.0133,-0.0267,0.5067,0.5067,3.0,0.0,0.6405365489588843,595.0,406.0,0.6834892282353371
logiqa2,phi4-mini,lesson_source,errors,simple,3,0.65,completa,300,18,13,143,126,0.06,0.0433,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5367,1.2133333333333334,0.4066666666666667,0.6843745123022951,360.0,171.0,0.47312965989112854
logiqa2,phi4-mini,lesson_source,errors,simple,3,0.7,completa,300,4,4,152,140,0.0133,0.0133,0.0,0.52,0.52,0.0,-0.0133,0.52,0.52,0.25,0.8233333333333334,0.747945029030806,199.0,10.0,1.0
logiqa2,phi4-mini,lesson_source,errors,complex,1,0.0,completa,300,27,26,130,117,0.09,0.0867,0.0033,0.52,0.5233,0.0033,-0.01,0.5233,0.5251,1.0,0.0,0.6631160869201025,370.5,181.5,1.0
logiqa2,phi4-mini,lesson_source,errors,complex,1,0.65,completa,300,18,11,145,126,0.06,0.0367,0.0233,0.52,0.5433,0.0233,0.01,0.5433,0.5452,0.59,0.41,0.696373638796941,335.5,146.5,0.26493089646101
logiqa2,phi4-mini,lesson_source,errors,complex,1,0.7,completa,300,3,4,152,141,0.01,0.0133,-0.0033,0.52,0.5167,-0.0033,-0.0167,0.5167,0.5184,0.17333333333333334,0.8266666666666667,0.7525501193908545,199.0,10.0,1.0
logiqa2,phi4-mini,lesson_source,errors,complex,3,0.0,completa,300,29,26,130,115,0.0967,0.0867,0.01,0.52,0.53,0.01,-0.0033,0.53,0.5372,3.0,0.0,0.6401030812660853,609.0,420.0,0.7877061896700431
logiqa2,phi4-mini,lesson_source,errors,complex,3,0.65,completa,300,18,7,149,126,0.06,0.0233,0.0367,0.52,0.5567,0.0367,0.0233,0.5567,0.5642,1.21,0.41,0.6829062122746375,359.5,170.5,0.043285250663757324
logiqa2,phi4-mini,lesson_source,errors,complex,3,0.7,completa,300,2,4,152,142,0.0067,0.0133,-0.0067,0.52,0.5133,-0.0067,-0.02,0.5133,0.5151,0.24666666666666667,0.8266666666666667,0.7442668416561223,199.0,10.0,0.6875
logiqa2,phi4-mini,playbook,all,simple,1,0.0,completa,300,32,24,132,112,0.1067,0.08,0.0267,0.52,0.5467,0.0267,0.0133,0.5467,0.5485,1.0,0.0,,289.0,100.0,0.34968195298368476
logiqa2,phi4-mini,playbook,all,simple,3,0.0,completa,300,24,27,129,120,0.08,0.09,-0.01,0.52,0.51,-0.01,-0.0233,0.51,0.5152,3.0,0.0,,322.0,133.0,0.7797679305530743
logiqa2,phi4-mini,playbook,all,complex,1,0.0,completa,300,28,28,128,116,0.0933,0.0933,0.0,0.52,0.52,0.0,-0.0133,0.52,0.52,1.0,0.0,,293.0,104.0,1.0
logiqa2,phi4-mini,playbook,all,complex,3,0.0,completa,300,33,32,124,111,0.11,0.1067,0.0033,0.52,0.5233,0.0033,-0.01,0.5233,0.5304,3.0,0.0,,331.0,142.0,1.0
logiqa2,phi4-mini,playbook,errors,simple,1,0.0,completa,300,18,26,130,126,0.06,0.0867,-0.0267,0.52,0.4933,-0.0267,-0.04,0.4933,0.4966,1.0,0.0,,277.0,88.0,0.2912152365458951
logiqa2,phi4-mini,playbook,errors,simple,3,0.0,completa,300,36,31,125,108,0.12,0.1033,0.0167,0.52,0.5367,0.0167,0.0033,0.5367,0.5403,3.0,0.0,,316.0,127.0,0.6254068289416483
logiqa2,phi4-mini,playbook,errors,complex,1,0.0,completa,300,28,28,128,116,0.0933,0.0933,0.0,0.52,0.52,0.0,-0.0133,0.52,0.52,1.0,0.0,,293.0,104.0,1.0
logiqa2,phi4-mini,playbook,errors,complex,3,0.0,completa,300,35,28,128,109,0.1167,0.0933,0.0233,0.52,0.5433,0.0233,0.01,0.5433,0.5452,3.0,0.0,,326.0,137.0,0.44996253629022254
logiqa2,llama3-8b,full,all,simple,1,0.0,completa,300,22,37,130,111,0.0733,0.1233,-0.05,0.5567,0.5067,-0.05,-0.0433,0.5067,0.5118,1.0,0.0,0.6814667564630509,454.0,265.0,0.06744461190078899
logiqa2,llama3-8b,full,all,simple,1,0.65,completa,300,19,26,141,114,0.0633,0.0867,-0.0233,0.5567,0.5333,-0.0233,-0.0167,0.5333,0.5387,0.7333333333333333,0.26666666666666666,0.7023383620110425,435.5,246.5,0.3712980344710104
logiqa2,llama3-8b,full,all,simple,1,0.7,completa,300,10,9,158,123,0.0333,0.03,0.0033,0.5567,0.56,0.0033,0.01,0.56,0.5619,0.2633333333333333,0.7366666666666667,0.7548002215880382,209.0,20.0,1.0
