dataset,student,content,pool,depth,k,threshold,grid_stage,n_shared,wrong_to_right,right_to_wrong,kept_right,kept_wrong,rate_wrong_to_right,rate_right_to_wrong,utility,baseline_accuracy,condition_accuracy,delta_accuracy,utility_vs_baseline05,accuracy,accuracy_answered,notas_media,pct_reusou_controle,similaridade_media,palavras_prompt,palavras_de_nota,mcnemar_p
arc,phi4-mini,lesson,all,complex,1,0.65,completa,298,12,16,246,24,0.0403,0.0537,-0.0134,0.8792,0.8658,-0.0134,0.0034,0.8658,0.8658,0.7315436241610739,0.2684563758389262,0.7189616560935974,158.0,79.0,0.5715881884098053
arc,phi4-mini,lesson,all,complex,1,0.7,completa,298,8,9,253,28,0.0268,0.0302,-0.0034,0.8792,0.8758,-0.0034,0.0134,0.8758,0.8758,0.40604026845637586,0.5939597315436241,0.7530822256379877,102.5,23.5,1.0
arc,phi4-mini,lesson,all,complex,3,0.0,completa,298,15,25,237,21,0.0503,0.0839,-0.0336,0.8792,0.8456,-0.0336,-0.0168,0.8456,0.8456,3.0,0.0,0.6614327319049729,223.0,144.0,0.1538599441628321
arc,phi4-mini,lesson,all,complex,3,0.65,completa,298,9,19,243,27,0.0302,0.0638,-0.0336,0.8792,0.8456,-0.0336,-0.0168,0.8456,0.8456,1.674496644295302,0.2684563758389262,0.6988215692546389,191.0,112.0,0.08715855330228806
arc,phi4-mini,lesson,all,complex,3,0.7,completa,298,7,10,252,29,0.0235,0.0336,-0.0101,0.8792,0.8691,-0.0101,0.0067,0.8691,0.8691,0.6577181208053692,0.5939597315436241,0.7432425401427529,102.5,23.5,0.629058837890625
arc,phi4-mini,lesson,errors,simple,1,0.0,completa,298,19,19,243,17,0.0638,0.0638,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,1.0,0.0,0.6128551586962386,161.0,82.0,1.0
arc,phi4-mini,lesson,errors,simple,1,0.65,completa,298,3,4,258,33,0.0101,0.0134,-0.0034,0.8792,0.8758,-0.0034,0.0134,0.8758,0.8758,0.22483221476510068,0.7751677852348994,0.6982175476515471,88.5,9.5,1.0
arc,phi4-mini,lesson,errors,simple,1,0.7,completa,298,1,1,261,35,0.0034,0.0034,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,0.07718120805369127,0.9228187919463087,0.749514885570692,83.5,4.5,1.0
arc,phi4-mini,lesson,errors,simple,3,0.0,completa,298,16,23,239,20,0.0537,0.0772,-0.0235,0.8792,0.8557,-0.0235,-0.0067,0.8557,0.8557,3.0,0.0,0.5815375852971535,203.0,124.0,0.3367836351899315
arc,phi4-mini,lesson,errors,simple,3,0.65,completa,298,3,5,257,33,0.0101,0.0168,-0.0067,0.8792,0.8725,-0.0067,0.0101,0.8725,0.8725,0.2516778523489933,0.7751677852348994,0.6956873006785094,88.5,9.5,0.7265625
arc,phi4-mini,lesson,errors,simple,3,0.7,completa,298,1,1,261,35,0.0034,0.0034,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,0.08389261744966443,0.9228187919463087,0.7462651587050894,83.5,4.5,1.0
arc,phi4-mini,lesson,errors,complex,1,0.0,completa,298,20,26,236,16,0.0671,0.0872,-0.0201,0.8792,0.8591,-0.0201,-0.0034,0.8591,0.8591,1.0,0.0,0.6128551586962386,168.0,89.0,0.4613911821367651
arc,phi4-mini,lesson,errors,complex,1,0.65,completa,298,3,4,258,33,0.0101,0.0134,-0.0034,0.8792,0.8758,-0.0034,0.0134,0.8758,0.8758,0.22483221476510068,0.7751677852348994,0.6982175476515471,88.5,9.5,1.0
arc,phi4-mini,lesson,errors,complex,1,0.7,completa,298,2,0,262,34,0.0067,0.0,0.0067,0.8792,0.8859,0.0067,0.0235,0.8859,0.8859,0.07718120805369127,0.9228187919463087,0.749514885570692,83.5,4.5,0.5
arc,phi4-mini,lesson,errors,complex,3,0.0,completa,298,21,23,239,15,0.0705,0.0772,-0.0067,0.8792,0.8725,-0.0067,0.0101,0.8725,0.8725,3.0,0.0,0.5815375852971535,222.5,143.5,0.880395821280672
arc,phi4-mini,lesson,errors,complex,3,0.65,completa,298,2,4,258,34,0.0067,0.0134,-0.0067,0.8792,0.8725,-0.0067,0.0101,0.8725,0.8725,0.2516778523489933,0.7751677852348994,0.6956873006785094,88.5,9.5,0.6875
arc,phi4-mini,lesson,errors,complex,3,0.7,completa,298,2,0,262,34,0.0067,0.0,0.0067,0.8792,0.8859,0.0067,0.0235,0.8859,0.8859,0.08389261744966443,0.9228187919463087,0.7462651587050894,83.5,4.5,0.5
arc,phi4-mini,lesson_source,all,simple,1,0.0,completa,298,19,23,239,17,0.0638,0.0772,-0.0134,0.8792,0.8658,-0.0134,0.0034,0.8658,0.8687,1.0,0.0,0.69086615691249,198.5,119.5,0.6439689563703723
arc,phi4-mini,lesson_source,all,simple,1,0.65,completa,298,10,17,245,26,0.0336,0.057,-0.0235,0.8792,0.8557,-0.0235,-0.0067,0.8557,0.8586,0.7315436241610739,0.2684563758389262,0.7189616560935974,182.0,103.0,0.24778856337070465
arc,phi4-mini,lesson_source,all,simple,1,0.7,completa,298,4,10,252,32,0.0134,0.0336,-0.0201,0.8792,0.8591,-0.0201,-0.0034,0.8591,0.862,0.40604026845637586,0.5939597315436241,0.7530822256379877,102.5,23.5,0.1795654296875
arc,phi4-mini,lesson_source,all,simple,3,0.0,completa,298,15,22,240,21,0.0503,0.0738,-0.0235,0.8792,0.8557,-0.0235,-0.0067,0.8557,0.8557,3.0,0.0,0.6614987100464119,309.0,230.0,0.3240086000878364
arc,phi4-mini,lesson_source,all,simple,3,0.65,completa,298,9,15,247,27,0.0302,0.0503,-0.0201,0.8792,0.8591,-0.0201,-0.0034,0.8591,0.8591,1.6778523489932886,0.2684563758389262,0.6987459676437058,244.0,165.0,0.30745625495910645
arc,phi4-mini,lesson_source,all,simple,3,0.7,completa,298,3,10,252,33,0.0101,0.0336,-0.0235,0.8792,0.8557,-0.0235,-0.0067,0.8557,0.8586,0.6610738255033557,0.5939597315436241,0.7430726521271319,102.5,23.5,0.09228515625
arc,phi4-mini,lesson_source,all,complex,1,0.0,completa,298,18,27,235,18,0.0604,0.0906,-0.0302,0.8792,0.849,-0.0302,-0.0134,0.849,0.849,1.0,0.0,0.69086615691249,204.0,125.0,0.23269319190831084
arc,phi4-mini,lesson_source,all,complex,1,0.65,completa,298,10,19,243,26,0.0336,0.0638,-0.0302,0.8792,0.849,-0.0302,-0.0134,0.849,0.849,0.7315436241610739,0.2684563758389262,0.7189616560935974,189.0,110.0,0.13604594767093658
arc,phi4-mini,lesson_source,all,complex,1,0.7,completa,298,5,12,250,31,0.0168,0.0403,-0.0235,0.8792,0.8557,-0.0235,-0.0067,0.8557,0.8557,0.40604026845637586,0.5939597315436241,0.7530822256379877,102.5,23.5,0.143463134765625
arc,phi4-mini,lesson_source,all,complex,3,0.0,completa,298,14,27,235,22,0.047,0.0906,-0.0436,0.8792,0.8356,-0.0436,-0.0268,0.8356,0.8356,3.0,0.0,0.6614327319049729,332.0,253.0,0.05958388801809633
arc,phi4-mini,lesson_source,all,complex,3,0.65,completa,298,9,17,245,27,0.0302,0.057,-0.0268,0.8792,0.8523,-0.0268,-0.0101,0.8523,0.8523,1.674496644295302,0.2684563758389262,0.6988215692546389,251.5,172.5,0.16863754391670227
arc,phi4-mini,lesson_source,all,complex,3,0.7,completa,298,5,14,248,31,0.0168,0.047,-0.0302,0.8792,0.849,-0.0302,-0.0134,0.849,0.849,0.6577181208053692,0.5939597315436241,0.7432425401427529,102.5,23.5,0.063568115234375
arc,phi4-mini,lesson_source,errors,simple,1,0.0,completa,298,19,21,241,17,0.0638,0.0705,-0.0067,0.8792,0.8725,-0.0067,0.0101,0.8725,0.8784,1.0,0.0,0.6128551586962386,203.0,124.0,0.8746293123804207
arc,phi4-mini,lesson_source,errors,simple,1,0.65,completa,298,2,4,258,34,0.0067,0.0134,-0.0067,0.8792,0.8725,-0.0067,0.0101,0.8725,0.8725,0.22483221476510068,0.7751677852348994,0.6982175476515471,88.5,9.5,0.6875
arc,phi4-mini,lesson_source,errors,simple,1,0.7,completa,298,1,1,261,35,0.0034,0.0034,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,0.07718120805369127,0.9228187919463087,0.749514885570692,83.5,4.5,1.0
arc,phi4-mini,lesson_source,errors,simple,3,0.0,completa,298,17,25,237,19,0.057,0.0839,-0.0268,0.8792,0.8523,-0.0268,-0.0101,0.8523,0.8523,3.0,0.0,0.5815375852971535,332.0,253.0,0.27995623852893914
arc,phi4-mini,lesson_source,errors,simple,3,0.65,completa,298,2,3,259,34,0.0067,0.0101,-0.0034,0.8792,0.8758,-0.0034,0.0134,0.8758,0.8758,0.2516778523489933,0.7751677852348994,0.6956873006785094,88.5,9.5,1.0
arc,phi4-mini,lesson_source,errors,simple,3,0.7,completa,298,1,1,261,35,0.0034,0.0034,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,0.08389261744966443,0.9228187919463087,0.7462651587050894,83.5,4.5,1.0
arc,phi4-mini,lesson_source,errors,complex,1,0.0,completa,298,18,22,240,18,0.0604,0.0738,-0.0134,0.8792,0.8658,-0.0134,0.0034,0.8658,0.8658,1.0,0.0,0.6128551586962386,207.0,128.0,0.6358280026288412
arc,phi4-mini,lesson_source,errors,complex,1,0.65,completa,298,3,3,259,33,0.0101,0.0101,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,0.22483221476510068,0.7751677852348994,0.6982175476515471,88.5,9.5,1.0
arc,phi4-mini,lesson_source,errors,complex,1,0.7,completa,298,1,1,261,35,0.0034,0.0034,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,0.07718120805369127,0.9228187919463087,0.749514885570692,83.5,4.5,1.0
arc,phi4-mini,lesson_source,errors,complex,3,0.0,completa,298,18,20,242,18,0.0604,0.0671,-0.0067,0.8792,0.8725,-0.0067,0.0101,0.8725,0.8725,3.0,0.0,0.5815375852971535,347.0,268.0,0.8714146793645341
arc,phi4-mini,lesson_source,errors,complex,3,0.65,completa,298,3,3,259,33,0.0101,0.0101,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,0.2516778523489933,0.7751677852348994,0.6956873006785094,88.5,9.5,1.0
arc,phi4-mini,lesson_source,errors,complex,3,0.7,completa,298,1,1,261,35,0.0034,0.0034,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,0.08389261744966443,0.9228187919463087,0.7462651587050894,83.5,4.5,1.0
arc,phi4-mini,playbook,all,simple,1,0.0,completa,298,14,19,243,22,0.047,0.0638,-0.0168,0.8792,0.8624,-0.0168,0.0,0.8624,0.8624,1.0,0.0,,161.0,82.0,0.48685024166479707
arc,phi4-mini,playbook,all,simple,3,0.0,completa,298,19,25,237,17,0.0638,0.0839,-0.0201,0.8792,0.8591,-0.0201,-0.0034,0.8591,0.8591,3.0,0.0,,190.0,111.0,0.4513808323961257
arc,phi4-mini,playbook,all,complex,1,0.0,completa,298,19,23,239,17,0.0638,0.0772,-0.0134,0.8792,0.8658,-0.0134,0.0034,0.8658,0.8687,1.0,0.0,,180.0,101.0,0.6439689563703723
arc,phi4-mini,playbook,all,complex,3,0.0,completa,298,21,21,241,15,0.0705,0.0705,0.0,0.8792,0.8792,0.0,0.0168,0.8792,0.8792,3.0,0.0,,226.0,147.0,1.0
arc,phi4-mini,playbook,errors,simple,1,0.0,completa,298,17,23,239,19,0.057,0.0772,-0.0201,0.8792,0.8591,-0.0201,-0.0034,0.8591,0.862,1.0,0.0,,170.0,91.0,0.42959050784338615
arc,phi4-mini,playbook,errors,simple,3,0.0,completa,298,18,19,243,18,0.0604,0.0638,-0.0034,0.8792,0.8758,-0.0034,0.0134,0.8758,0.8758,3.0,0.0,,204.0,125.0,1.0
arc,phi4-mini,playbook,errors,complex,1,0.0,completa,298,14,17,245,22,0.047,0.057,-0.0101,0.8792,0.8691,-0.0101,0.0067,0.8691,0.8691,1.0,0.0,,168.0,89.0,0.720100131817162
arc,phi4-mini,playbook,errors,complex,3,0.0,completa,298,19,22,240,17,0.0638,0.0738,-0.0101,0.8792,0.8691,-0.0101,0.0067,0.8691,0.8721,3.0,0.0,,241.0,162.0,0.755228657504631
arc,llama3-8b,full,all,simple,1,0.0,completa,298,15,26,226,31,0.0503,0.0872,-0.0369,0.8456,0.8087,-0.0369,-0.0369,0.8087,0.8087,1.0,0.0,0.69086615691249,289.5,210.5,0.11727520595741225
arc,llama3-8b,full,all,simple,1,0.65,completa,298,12,19,233,34,0.0403,0.0638,-0.0235,0.8456,0.8221,-0.0235,-0.0235,0.8221,0.8249,0.7315436241610739,0.2684563758389262,0.7189616560935974,269.0,190.0,0.28104151505976915
arc,llama3-8b,full,all,simple,1,0.7,completa,298,7,12,240,39,0.0235,0.0403,-0.0168,0.8456,0.8289,-0.0168,-0.0168,0.8289,0.8316,0.40604026845637586,0.5939597315436241,0.7530822256379877,102.5,23.5,0.359283447265625
arc,llama3-8b,full,all,simple,3,0.0,completa,298,13,27,225,33,0.0436,0.0906,-0.047,0.8456,0.7987,-0.047,-0.047,0.7987,0.7987,3.0,0.0,0.6614987100464119,581.0,502.0,0.03847730828420026
arc,llama3-8b,full,all,simple,3,0.65,completa,298,13,14,238,33,0.0436,0.047,-0.0034,0.8456,0.8423,-0.0034,-0.0034,0.8423,0.8451,1.6778523489932886,0.2684563758389262,0.6987459676437058,404.0,325.0,1.0
arc,llama3-8b,full,all,simple,3,0.7,completa,298,6,11,241,40,0.0201,0.0369,-0.0168,0.8456,0.8289,-0.0168,-0.0168,0.8289,0.8316,0.6610738255033557,0.5939597315436241,0.7430726521271319,102.5,23.5,0.332305908203125
arc,llama3-8b,full,all,complex,1,0.0,completa,298,16,21,231,30,0.0537,0.0705,-0.0168,0.8456,0.8289,-0.0168,-0.0168,0.8289,0.8289,1.0,0.0,0.69086615691249,291.0,212.0,0.5113757815852296
arc,llama3-8b,full,all,complex,1,0.65,completa,298,13,15,237,33,0.0436,0.0503,-0.0067,0.8456,0.8389,-0.0067,-0.0067,0.8389,0.8418,0.7315436241610739,0.2684563758389262,0.7189616560935974,275.5,196.5,0.8505540192127228
arc,llama3-8b,full,all,complex,1,0.7,completa,298,7,9,243,39,0.0235,0.0302,-0.0067,0.8456,0.8389,-0.0067,-0.0067,0.8389,0.8418,0.40604026845637586,0.5939597315436241,0.7530822256379877,102.5,23.5,0.803619384765625
arc,llama3-8b,full,all,complex,3,0.0,completa,298,15,33,219,31,0.0503,0.1107,-0.0604,0.8456,0.7852,-0.0604,-0.0604,0.7852,0.7852,3.0,0.0,0.6614987100464119,588.0,509.0,0.01328328156224501
arc,llama3-8b,full,all,complex,3,0.65,completa,298,14,23,229,32,0.047,0.0772,-0.0302,0.8456,0.8154,-0.0302,-0.0302,0.8154,0.8182,1.6778523489932886,0.2684563758389262,0.6987459676437058,412.5,333.5,0.18774155899882317
arc,llama3-8b,full,all,complex,3,0.7,completa,298,7,11,241,39,0.0235,0.0369,-0.0134,0.8456,0.8322,-0.0134,-0.0134,0.8322,0.835,0.6610738255033557,0.5939597315436241,0.7430726521271319,102.5,23.5,0.480682373046875
arc,llama3-8b,full,errors,simple,1,0.0,completa,298,17,24,228,29,0.057,0.0805,-0.0235,0.8456,0.8221,-0.0235,-0.0235,0.8221,0.8221,1.0,0.0,0.6241636056227972,291.0,212.0,0.34888887944907765
arc,llama3-8b,full,errors,simple,1,0.65,completa,298,5,5,247,41,0.0168,0.0168,0.0,0.8456,0.8456,0.0,0.0,0.8456,0.8485,0.3053691275167785,0.6946308724832215,0.6987608402639955,92.0,13.0,1.0
arc,llama3-8b,full,errors,simple,1,0.7,completa,298,3,3,249,43,0.0101,0.0101,0.0,0.8456,0.8456,0.0,0.0,0.8456,0.8485,0.10738255033557047,0.8926174496644296,0.7440980896353722,84.0,5.0,1.0
arc,llama3-8b,full,errors,simple,3,0.0,completa,298,16,20,232,30,0.0537,0.0671,-0.0134,0.8456,0.8322,-0.0134,-0.0134,0.8322,0.8407,3.0,0.0,0.5932087388214649,601.5,522.5,0.617719317029696
arc,llama3-8b,full,errors,simple,3,0.65,completa,298,7,8,244,39,0.0235,0.0268,-0.0034,0.8456,0.8423,-0.0034,-0.0034,0.8423,0.8451,0.43288590604026844,0.6946308724832215,0.692313572316816,92.0,13.0,1.0
arc,llama3-8b,full,errors,simple,3,0.7,completa,298,3,3,249,43,0.0101,0.0101,0.0,0.8456,0.8456,0.0,0.0,0.8456,0.8485,0.13758389261744966,0.8926174496644296,0.7404733592023451,84.0,5.0,1.0
arc,llama3-8b,full,errors,complex,1,0.0,completa,298,17,29,223,29,0.057,0.0973,-0.0403,0.8456,0.8054,-0.0403,-0.0403,0.8054,0.8081,1.0,0.0,0.6241636056227972,296.0,217.0,0.10380535550410741
arc,llama3-8b,full,errors,complex,1,0.65,completa,298,8,5,247,38,0.0268,0.0168,0.0101,0.8456,0.8557,0.0101,0.0101,0.8557,0.8586,0.3053691275167785,0.6946308724832215,0.6987608402639955,92.0,13.0,0.5810546875
arc,llama3-8b,full,errors,complex,1,0.7,completa,298,4,3,249,42,0.0134,0.0101,0.0034,0.8456,0.849,0.0034,0.0034,0.849,0.8519,0.10738255033557047,0.8926174496644296,0.7440980896353722,84.0,5.0,1.0
arc,llama3-8b,full,errors,complex,3,0.0,completa,298,18,26,226,28,0.0604,0.0872,-0.0268,0.8456,0.8188,-0.0268,-0.0268,0.8188,0.8243,3.0,0.0,0.5932087388214649,607.5,528.5,0.2912152365458951
arc,llama3-8b,full,errors,complex,3,0.65,completa,298,6,7,245,40,0.0201,0.0235,-0.0034,0.8456,0.8423,-0.0034,-0.0034,0.8423,0.8451,0.43288590604026844,0.6946308724832215,0.692313572316816,92.0,13.0,1.0
arc,llama3-8b,full,errors,complex,3,0.7,completa,298,3,3,249,43,0.0101,0.0101,0.0,0.8456,0.8456,0.0,0.0,0.8456,0.8485,0.13758389261744966,0.8926174496644296,0.7404733592023451,84.0,5.0,1.0
arc,llama3-8b,lesson,all,simple,1,0.0,completa,298,14,23,229,32,0.047,0.0772,-0.0302,0.8456,0.8154,-0.0302,-0.0302,0.8154,0.8182,1.0,0.0,0.6885308201281016,170.5,91.5,0.18774155899882317
arc,llama3-8b,lesson,all,simple,1,0.65,completa,298,10,17,235,36,0.0336,0.057,-0.0235,0.8456,0.8221,-0.0235,-0.0235,0.8221,0.8277,0.7214765100671141,0.2785234899328859,0.7177573958108592,159.0,80.0,0.24778856337070465
arc,llama3-8b,lesson,all,simple,1,0.7,completa,298,7,9,243,39,0.0235,0.0302,-0.0067,0.8456,0.8389,-0.0067,-0.0067,0.8389,0.8446,0.3859060402684564,0.6140939597315436,0.7539795212123706,100.5,21.5,0.803619384765625
arc,llama3-8b,lesson,all,simple,3,0.0,completa,298,15,23,229,31,0.0503,0.0772,-0.0268,0.8456,0.8188,-0.0268,-0.0268,0.8188,0.8188,3.0,0.0,0.6594136306970179,231.0,152.0,0.2558750795433298
arc,llama3-8b,lesson,all,simple,3,0.65,completa,298,12,17,235,34,0.0403,0.057,-0.0168,0.8456,0.8289,-0.0168,-0.0168,0.8289,0.8345,1.6409395973154361,0.2785234899328859,0.6979517579078676,193.0,114.0,0.45825831964612007
arc,llama3-8b,lesson,all,simple,3,0.7,completa,298,6,9,243,40,0.0201,0.0302,-0.0101,0.8456,0.8356,-0.0101,-0.0101,0.8356,0.8412,0.6208053691275168,0.6140939597315436,0.7440566832604617,100.5,21.5,0.6072387695312499
arc,llama3-8b,lesson,all,complex,1,0.0,completa,298,16,25,227,30,0.0537,0.0839,-0.0302,0.8456,0.8154,-0.0302,-0.0302,0.8154,0.8154,1.0,0.0,0.6891546683423471,166.0,87.0,0.21102359760880063
arc,llama3-8b,lesson,all,complex,1,0.65,completa,298,11,19,233,35,0.0369,0.0638,-0.0268,0.8456,0.8188,-0.0268,-0.0268,0.8188,0.8215,0.7315436241610739,0.2684563758389262,0.7166776353612953,157.5,78.5,0.20048842206597334
arc,llama3-8b,lesson,all,complex,1,0.7,completa,298,8,11,241,38,0.0268,0.0369,-0.0101,0.8456,0.8356,-0.0101,-0.0101,0.8356,0.8384,0.39932885906040266,0.6006711409395973,0.750353023785503,102.0,23.0,0.6476058959960938
arc,llama3-8b,lesson,all,complex,3,0.0,completa,298,11,29,223,35,0.0369,0.0973,-0.0604,0.8456,0.7852,-0.0604,-0.0604,0.7852,0.7879,3.0,0.0,0.6603298713630211,220.0,141.0,0.006426576095691416
arc,llama3-8b,lesson,all,complex,3,0.65,completa,298,8,26,226,38,0.0268,0.0872,-0.0604,0.8456,0.7852,-0.0604,-0.0604,0.7852,0.7905,1.6610738255033557,0.2684563758389262,0.6976392202603344,188.5,109.5,0.0029350556433200836
arc,llama3-8b,lesson,all,complex,3,0.7,completa,298,9,9,243,37,0.0302,0.0302,0.0,0.8456,0.8456,0.0,0.0,0.8456,0.8485,0.6409395973154363,0.6006711409395973,0.7412011378786477,102.0,23.0,1.0
arc,llama3-8b,lesson,errors,simple,1,0.0,completa,298,20,28,224,26,0.0671,0.094,-0.0268,0.8456,0.8188,-0.0268,-0.0268,0.8188,0.8188,1.0,0.0,0.6236373442131401,170.0,91.0,0.31232680747326935
arc,llama3-8b,lesson,errors,simple,1,0.65,completa,298,7,5,247,39,0.0235,0.0168,0.0067,0.8456,0.8523,0.0067,0.0067,0.8523,0.8552,0.30201342281879195,0.697986577181208,0.6983829624123044,91.5,12.5,0.7744140625
arc,llama3-8b,lesson,errors,simple,1,0.7,completa,298,3,3,249,43,0.0101,0.0101,0.0,0.8456,0.8456,0.0,0.0,0.8456,0.8485,0.1040268456375839,0.8959731543624161,0.7450862142347521,84.0,5.0,1.0
arc,llama3-8b,lesson,errors,simple,3,0.0,completa,298,18,20,232,28,0.0604,0.0671,-0.0067,0.8456,0.8389,-0.0067,-0.0067,0.8389,0.8389,3.0,0.0,0.592102853243783,229.0,150.0,0.8714146793645341
arc,llama3-8b,lesson,errors,simple,3,0.65,completa,298,7,6,246,39,0.0235,0.0201,0.0034,0.8456,0.849,0.0034,0.0034,0.849,0.8519,0.4161073825503356,0.697986577181208,0.6924186259508133,91.5,12.5,1.0
arc,llama3-8b,lesson,errors,simple,3,0.7,completa,298,2,3,249,44,0.0067,0.0101,-0.0034,0.8456,0.8423,-0.0034,-0.0034,0.8423,0.8451,0.13087248322147652,0.8959731543624161,0.7415330490117432,84.0,5.0,1.0
arc,llama3-8b,lesson,errors,complex,1,0.0,completa,298,10,21,231,36,0.0336,0.0705,-0.0369,0.8456,0.8087,-0.0369,-0.0369,0.8087,0.8087,1.0,0.0,0.6240649419342912,168.0,89.0,0.07075554598122835
arc,llama3-8b,lesson,errors,complex,1,0.65,completa,298,3,8,244,43,0.0101,0.0268,-0.0168,0.8456,0.8289,-0.0168,-0.0168,0.8289,0.8316,0.3053691275167785,0.6946308724832215,0.6987608402639955,92.0,13.0,0.2265625
arc,llama3-8b,lesson,errors,complex,1,0.7,completa,298,1,3,249,45,0.0034,0.0101,-0.0067,0.8456,0.8389,-0.0067,-0.0067,0.8389,0.8418,0.10738255033557047,0.8926174496644296,0.7440980896353722,84.0,5.0,0.625
arc,llama3-8b,lesson,errors,complex,3,0.0,completa,298,15,19,233,31,0.0503,0.0638,-0.0134,0.8456,0.8322,-0.0134,-0.0134,0.8322,0.8322,3.0,0.0,0.5926848942668111,224.0,145.0,0.6075913612730801
arc,llama3-8b,lesson,errors,complex,3,0.65,completa,298,3,9,243,43,0.0101,0.0302,-0.0201,0.8456,0.8255,-0.0201,-0.0201,0.8255,0.8283,0.42953020134228187,0.6946308724832215,0.6923732670235547,92.0,13.0,0.14599609375
arc,llama3-8b,lesson,errors,complex,3,0.7,completa,298,2,2,250,44,0.0067,0.0067,0.0,0.8456,0.8456,0.0,0.0,0.8456,0.8485,0.13758389261744966,0.8926174496644296,0.7404733592023451,84.0,5.0,1.0
arc,llama3-8b,lesson_source,all,simple,1,0.0,completa,298,18,18,234,28,0.0604,0.0604,0.0,0.8456,0.8456,0.0,0.0,0.8456,0.8485,1.0,0.0,0.6885308201281016,206.0,127.0,1.0
arc,llama3-8b,lesson_source,all,simple,1,0.65,completa,298,13,11,241,33,0.0436,0.0369,0.0067,0.8456,0.8523,0.0067,0.0067,0.8523,0.8581,0.7214765100671141,0.2785234899328859,0.7177573958108592,191.0,112.0,0.8388197422027588
arc,llama3-8b,lesson_source,all,simple,1,0.7,completa,298,10,6,246,36,0.0336,0.0201,0.0134,0.8456,0.8591,0.0134,0.0134,0.8591,0.8649,0.3859060402684564,0.6140939597315436,0.7539795212123706,100.5,21.5,0.454498291015625
arc,llama3-8b,lesson_source,all,simple,3,0.0,completa,298,17,23,229,29,0.057,0.0772,-0.0201,0.8456,0.8255,-0.0201,-0.0201,0.8255,0.8255,3.0,0.0,0.6594136306970179,342.0,263.0,0.42959050784338615
arc,llama3-8b,lesson_source,all,simple,3,0.65,completa,298,10,8,244,36,0.0336,0.0268,0.0067,0.8456,0.8523,0.0067,0.0067,0.8523,0.8552,1.6409395973154361,0.2785234899328859,0.6979517579078676,253.0,174.0,0.8145294189453125
arc,llama3-8b,lesson_source,all,simple,3,0.7,completa,298,9,7,245,37,0.0302,0.0235,0.0067,0.8456,0.8523,0.0067,0.0067,0.8523,0.8552,0.6208053691275168,0.6140939597315436,0.7440566832604617,100.5,21.5,0.803619384765625
arc,llama3-8b,lesson_source,all,complex,1,0.0,completa,298,12,22,230,34,0.0403,0.0738,-0.0336,0.8456,0.8121,-0.0336,-0.0336,0.8121,0.8121,1.0,0.0,0.6891546683423471,203.0,124.0,0.12144948495551944
arc,llama3-8b,lesson_source,all,complex,1,0.65,completa,298,8,15,237,38,0.0268,0.0503,-0.0235,0.8456,0.8221,-0.0235,-0.0235,0.8221,0.8249,0.7315436241610739,0.2684563758389262,0.7166776353612953,188.0,109.0,0.21003961563110352
arc,llama3-8b,lesson_source,all,complex,1,0.7,completa,298,4,10,242,42,0.0134,0.0336,-0.0201,0.8456,0.8255,-0.0201,-0.0201,0.8255,0.8283,0.39932885906040266,0.6006711409395973,0.750353023785503,102.0,23.0,0.1795654296875
arc,llama3-8b,lesson_source,all,complex,3,0.0,completa,298,16,22,230,30,0.0537,0.0738,-0.0201,0.8456,0.8255,-0.0201,-0.0201,0.8255,0.8255,3.0,0.0,0.6603298713630211,329.5,250.5,0.417692190836533
arc,llama3-8b,lesson_source,all,complex,3,0.65,completa,298,13,16,236,33,0.0436,0.0537,-0.0101,0.8456,0.8356,-0.0101,-0.0101,0.8356,0.8384,1.6610738255033557,0.2684563758389262,0.6976392202603344,252.5,173.5,0.711071103811264
arc,llama3-8b,lesson_source,all,complex,3,0.7,completa,298,6,13,239,40,0.0201,0.0436,-0.0235,0.8456,0.8221,-0.0235,-0.0235,0.8221,0.8249,0.6409395973154363,0.6006711409395973,0.7412011378786477,102.0,23.0,0.1670684814453125
arc,llama3-8b,lesson_source,errors,simple,1,0.0,completa,298,19,22,230,27,0.0638,0.0738,-0.0101,0.8456,0.8356,-0.0101,-0.0101,0.8356,0.8412,1.0,0.0,0.6236373442131401,211.0,132.0,0.755228657504631
arc,llama3-8b,lesson_source,errors,simple,1,0.65,completa,298,8,4,248,38,0.0268,0.0134,0.0134,0.8456,0.8591,0.0134,0.0134,0.8591,0.862,0.30201342281879195,0.697986577181208,0.6983829624123044,91.5,12.5,0.3876953125
arc,llama3-8b,lesson_source,errors,simple,1,0.7,completa,298,4,2,250,42,0.0134,0.0067,0.0067,0.8456,0.8523,0.0067,0.0067,0.8523,0.8552,0.1040268456375839,0.8959731543624161,0.7450862142347521,84.0,5.0,0.6875
